Gene_acc,Gene_id,logFC,log_AveExpr,FDR,Desc,WT_1,WT_2,WT_3,MUT_1,MUT_2,MUT_3
111,Tb11.v5.0233.1-p1;Tb927.10.5240:mRNA-p1,4.913998,5.030568879555271,0.4651872892510707,"Tb11.v5.0233.1-p1;cAMP binding protein, putative",192180.21875,193219.953125,129613.09375,149514.3125,104330.296875,89470.921875
112,Tb11.v5.0236.1-p1;Tb927.10.5210:mRNA-p1,-0.772524,4.586238054311008,0.10684878687013409,Tb11.v5.0236.1-p1;TFIIH basal transcription factor subunit,39070.41015625,54955.6875,47842.1796875,44400.3671875,84361.34375,37912.42578125
113,Tb11.v5.0237.1-p1;Tb927.10.5200:mRNA-p1,10.891192,4.82251358008578,0.7611763777389249,"Tb11.v5.0237.1-p1;hypothetical protein, conserved",121063.7109375,99014.8515625,119456.8671875,67186.46875,62299.51171875,62591.5234375
114,Tb11.v5.0243.1-p1;Tb11.v5.1060.1-p1;Tb927.10.5330:mRNA-p1;Tb927.10.5340:mRNA-p1,2.445659,7.4900278330399646,0.2798903330855428,"Tb11.v5.0243.1-p1;Tb11.v5.1060.1-p1;40S ribosomal protein S18, putative;40S ribosomal protein S18, putative",48889168.0,47554424.0,45065720.0,33978984.0,36755664.0,34995504.0
115,Tb11.v5.0245.1-p1;Tb927.10.5310:mRNA-p1,0.704905,5.0362918409464825,0.0971869640277898,"Tb11.v5.0245.1-p1;AMP-activated kinase, alpha 1",160624.109375,155033.59375,150892.453125,169522.96875,103889.28125,129752.0859375
116,Tb11.v5.0246.1-p1;Tb927.10.5300:mRNA-p1,2.597129,5.789213631893894,0.29514625543371137,"Tb11.v5.0246.1-p1;eukaryotic translation initiation factor 6 (eIF-6), putative",980760.5,910590.625,927673.875,819214.0,625422.0625,660163.625
117,Tb11.v5.0248.1-p1;Tb927.10.5280:mRNA-p1,1.259308,5.080008847379974,0.16967442537291735,"Tb11.v5.0248.1-p1;pre-mRNA splicing factor ATP-dependent RNA helicase, putative",836061.5625,28127.751953125,17841.380859375,17124.677734375,49376.734375,13288.69140625
118,Tb11.v5.0249.1-p1;Tb927.10.5270:mRNA-p1,0.065106,4.944907412724594,-0.0,Tb11.v5.0249.1-p1;mitogen-activated protein kinase kinase 5,0.0,66645.171875,326076.5625,67259.28125,122061.171875,34550.453125
119,Tb11.v5.0252.1-p1;Tb927.11.7310:mRNA-p1,1.430402,5.992370726256445,0.18956584407732724,"Tb11.v5.0252.1-p1;RNA binding protein, putative",1523363.25,1401014.25,1443446.125,1164750.5,1140992.75,1187111.75
120,Tb11.v5.0253.1-p1;Tb927.11.7300:mRNA-p1,7.292127,4.62748511824684,0.5937494457734466,"Tb11.v5.0253.1-p1;major facilitator superfamily, putative",89603.5703125,63582.7421875,62624.7109375,35438.41015625,48186.05078125,39848.23828125
121,Tb11.v5.0254.1-p1;Tb927.11.7290:mRNA-p1,-2.872626,5.069340537902695,0.3144105150147202,"Tb11.v5.0254.1-p1;pantothenate kinase subunit, putative",202949.40625,94182.453125,82198.2890625,171261.828125,201814.65625,186074.9375
122,Tb11.v5.0255.1-p1;Tb927.11.7280:mRNA-p1,0.64022,5.705170083424965,0.08792680919258458,"Tb11.v5.0255.1-p1;DNA-direcetd RNA polymerase II, subunit 9, putative",724630.5,696536.5,741396.1875,621864.375,674750.0,598325.25
123,Tb11.v5.0256.1-p1;Tb927.11.7270:mRNA-p1,30.168637,5.005356083899805,1.114582234889064,"Tb11.v5.0256.1-p1;proteasome beta 3 subunit, putative",253383.5,295307.40625,68002.515625,61994.359375,94499.2109375,36730.17578125
124,Tb11.v5.0258.1-p1;Tb927.11.7240:mRNA-p1,-0.528031,6.273059412358148,0.07315871006302205,Tb11.v5.0258.1-p1;nexin-dynein regulatory complex 2,2553230.5,2457803.75,2568974.5,2400942.0,2411323.0,2609721.75
125,Tb11.v5.0261.1-p1;Tb927.7.4480:mRNA-p1,3.195865,4.964070787275558,0.33737436501778434,"Tb11.v5.0261.1-p1;adenosine 5'-monophosphoramidase, putative",119634.90625,143220.953125,167632.84375,85693.0625,70778.21875,149509.59375
126,Tb11.v5.0262.1-p1;Tb927.7.4490:mRNA-p1,-1.577439,5.5339256957208764,0.2063213453025692,"Tb11.v5.0262.1-p1;hypothetical protein, conserved",417285.34375,439148.9375,433286.15625,490538.15625,485407.71875,469689.9375
127,Tb11.v5.0263.1-p1;Tb927.7.4500:mRNA-p1,2.213838,5.046909252923628,0.2662571992106319,"Tb11.v5.0263.1-p1;PX domain containing protein, putative",127107.953125,177692.3125,204969.4375,101693.796875,103417.1328125,176358.46875
128,Tb11.v5.0264.1-p1;Tb927.7.4510:mRNA-p1,4.410855,5.452649680987993,0.43005287235635764,"Tb11.v5.0264.1-p1;Domain of unknown function (DUF4201), putative",425786.0625,459870.03125,456156.6875,297014.4375,316734.03125,312932.28125
129,Tb11.v5.0265.1-p1;Tb927.7.4520:mRNA-p1,14.714142,5.120654837562071,0.8546171080251255,"Tb11.v5.0265.1-p1;Thioredoxin-like, putative",185103.6875,237961.703125,270627.625,104092.6328125,101039.0,157361.671875
130,Tb11.v5.0267.1-p1;Tb927.7.4540:mRNA-p1,0.866454,5.519261493221519,0.12089838349050316,"Tb11.v5.0267.1-p1;hypothetical protein, conserved",481325.09375,469153.59375,481371.4375,407893.5625,396161.90625,408631.34375
131,Tb11.v5.0268.1-p1;Tb927.7.4550:mRNA-p1,-1.465664,5.139310919493232,0.19431567588862006,Tb11.v5.0268.1-p1;Mitochondrial ribosomal protein L7/L12,165477.515625,188774.46875,167996.203125,183273.046875,195480.078125,201544.859375
132,Tb11.v5.0270.1-p1;Tb927.7.4570:mRNA-p1,-0.960476,6.109795319568179,0.1328036625246029,Tb11.v5.0270.1-p1;inosine-guanine nucleoside hydrolase,1652592.375,1624826.125,1754264.0,1807667.75,1586176.5,1875601.25
133,Tb11.v5.0271.1-p1;Tb927.10.6350:mRNA-p1,0.752344,6.141691878633017,0.10353992376222668,Tb11.v5.0271.1-p1;trypanin,1808518.125,2294197.0,1920176.625,1626299.625,1542672.875,1894301.75
134,Tb11.v5.0272.1-p1;Tb927.10.6340:mRNA-p1,0.477739,5.611635547624535,0.06678106552702522,"Tb11.v5.0272.1-p1;hypothetical protein, conserved",482711.71875,540851.1875,711773.5,513830.34375,464768.34375,557392.375
135,Tb11.v5.0273.1-p1;Tb927.10.6330:mRNA-p1,-0.33576,5.559059575990934,0.04310195308739845,Tb11.v5.0273.1-p1;kinetoplastid kinetochore protein 1,466319.0625,524484.6875,510128.625,468459.0625,458587.09375,470351.71875
136,Tb11.v5.0274.1-p1;Tb927.10.6320:mRNA-p1,-0.782185,5.966873766812734,0.10846811738866073,"Tb11.v5.0274.1-p1;CBF/Mak21 family, putative",1158557.25,1213633.5,1273339.0,1368998.25,1201681.5,1196262.125
137,Tb11.v5.0275.1-p1;Tb927.10.6310:mRNA-p1,0.286138,4.757187852677281,0.02814455090641169,"Tb11.v5.0275.1-p1;major vault protein, putative",72264.875,83825.7578125,76719.4375,51230.8984375,79375.6328125,93954.40625
138,Tb11.v5.0277.1-p1;Tb927.10.6290:mRNA-p1,3.573285,6.058972270469879,0.36853593732630685,"Tb11.v5.0277.1-p1;ATP-dependent DEAD/H RNA helicase, putative",1811216.25,1772881.0,1766576.125,1370260.75,1174265.75,1268306.25
139,Tb11.v5.0278.1-p1;Tb927.10.6280:mRNA-p1,-0.242602,4.437986676635479,0.015216236113747977,"Tb11.v5.0278.1-p1;N-terminal glutamine amidase, putative",0.0,0.0,61203.47265625,48446.828125,0.0,0.0
140,Tb11.v5.0289.1-p1;Tb927.11.12770:mRNA-p1,-5.899472,4.21890029464087,0.511054649686029,"Tb11.v5.0289.1-p1;ubiquitin ligase, putative",18387.451171875,13911.7451171875,20298.470703125,28293.4375,21077.28125,30454.18359375
141,Tb11.v5.0291.1-p1;Tb927.11.12750:mRNA-p1,4.580937,5.746067945894927,0.44391470077857703,Tb11.v5.0291.1-p1;cleavage and polyadenylation specificity factor 30 kDa subunit,940029.375,775965.5,940017.9375,696165.875,553340.25,552652.8125
142,Tb11.v5.0303.1-p1;Tb927.10.15930:mRNA-p1,-3.502618,5.408556525189798,0.3633215774274793,"Tb11.v5.0303.1-p1;pdz domain containing protein, putative",275832.84375,283029.96875,322058.28125,398610.1875,396574.53125,373376.53125
143,Tb11.v5.0305.1-p1;Tb927.10.15950:mRNA-p1,1.672227,5.403625693953523,0.21887678627705748,Tb11.v5.0305.1-p1;TATA-box-binding protein,254837.984375,475796.4375,438919.9375,263589.90625,300241.625,292958.8125
144,Tb11.v5.0325.1-p1,-16.500001,5.245275289021393,0.893401186787463,Tb11.v5.0325.1-p1,74262.75,96165.2265625,257987.1875,335492.125,342585.34375,300727.3125
145,Tb11.v5.0326.1-p1,-32.449586,5.420611015948885,1.1799299656876743,Tb11.v5.0326.1-p1,149306.59375,169242.6875,163941.5625,379120.5625,742312.5625,503241.9375
146,Tb11.v5.0330.1-p1;Tb927.10.8440:mRNA-p1,-9.139317,6.643900656643047,0.6830446930549793,Tb11.v5.0330.1-p1;glucose transporter 1B,4526004.0,3599016.5,4566483.5,7131558.0,7103074.0,8310178.5
147,Tb11.v5.0331.1-p1;Tb927.10.8500:mRNA-p1;Tb927.10.8510:mRNA-p1;Tb927.10.8520:mRNA-p1,41.692841,5.223650670425532,1.3064489144040865,"Tb11.v5.0331.1-p1;glucose transporter, putative;glucose transporter, putative;glucose transporter, putative",582125.6875,267559.0,227200.421875,28282.2890625,126839.390625,106859.5078125
148,Tb11.v5.0339.1-p1;Tb927.10.5080:mRNA-p1,-0.391333,4.8198200485250196,0.051044505129104925,Tb11.v5.0339.1-p1;GPI transamidase component Tta2,48247.60546875,39731.78515625,127902.921875,133270.078125,131435.953125,47737.62890625
149,Tb11.v5.0340.1-p1;Tb927.10.5070:mRNA-p1,-0.916638,4.707533102159659,0.12743003296446526,"Tb11.v5.0340.1-p1;ribonuclease H, putative",40986.265625,45693.34375,102899.9921875,87085.5234375,52104.05859375,79186.390625
150,Tb11.v5.0342.1-p1;Tb927.10.5040:mRNA-p1,6.765665,4.314677249266568,0.5616317203120652,"Tb11.v5.0342.1-p1;chaperone protein DnaJ, putative",78768.625,18708.06640625,27368.177734375,8156.21533203125,18950.130859375,13147.6376953125
151,Tb11.v5.0356.1-p1;Tb927.1.1240:mRNA-p1,4.810762,5.143121219061153,0.459545386328588,"Tb11.v5.0356.1-p1;cytidine triphosphate synthase, putative",178942.71875,328024.65625,185090.71875,141507.96875,140321.6875,138374.296875
152,Tb11.v5.0365.1-p1,2.657395,6.404999628224882,0.2990887016440328,Tb11.v5.0365.1-p1,4043368.5,4014280.5,3634313.75,2900417.75,2874012.75,2861358.0
153,Tb11.v5.0366.1-p1,6.880547,5.93566917450335,0.5679451318437257,Tb11.v5.0366.1-p1,1378955.875,1488750.0,1350569.375,896658.8125,868549.875,915075.375
154,Tb11.v5.0372.1-p1;Tb927.1.1310:mRNA-p1,-1.097657,4.444189106662407,0.15013853116186615,"Tb11.v5.0372.1-p1;transmembrane protein, conserved",34001.08984375,32540.810546875,38119.16796875,47631.78515625,28606.40625,41565.58203125
155,Tb11.v5.0384.1-p1;Tb927.1.1130:mRNA-p1,8.846546,5.128550542879804,0.6691197122055688,"Tb11.v5.0384.1-p1;glycerol-3-phosphate dehydrogenase (FAD-dependent), putative",221033.65625,255545.1875,201291.875,149613.09375,114978.578125,133101.75
156,Tb11.v5.0387.1-p1;Tb927.11.1180:mRNA-p1,1.046969,4.8627339585021305,0.14557249421213878,"Tb11.v5.0387.1-p1;cdc2-related kinase 6, putative",102778.3828125,105884.96875,109860.6015625,78136.1640625,98666.5,87872.109375
157,Tb11.v5.0391.1-p1;Tb927.1.1370:mRNA-p1,1.565428,5.860606037350618,0.20540740064235893,"Tb11.v5.0391.1-p1;rRNA biogenesis protein, putative",1037583.25,1168225.25,1032693.0625,885159.0625,864329.25,815578.875
158,Tb11.v5.0394.1-p1,-1.482507,5.9511075791101415,0.19667264579736105,Tb11.v5.0394.1-p1,1068827.125,1106737.5,1199422.5,1134856.0,1306597.5,1331761.625
159,Tb11.v5.0396.1-p1;Tb927.10.16170:mRNA-p1,-6.860132,4.873809275463995,0.5674154945747791,"Tb11.v5.0396.1-p1;potassium voltage-gated channel, putative",74338.5546875,69615.8359375,84891.03125,134684.421875,103319.015625,131414.015625
160,Tb11.v5.0397.1-p1;Tb927.10.16150:mRNA-p1,1.288457,5.7516528145559205,0.17215274912288034,"Tb11.v5.0397.1-p1;ATP-dependent zinc metallopeptidase, putative",895415.8125,782410.625,821450.8125,667932.0625,628481.5,720181.75
161,Tb11.v5.0406.1-p1;Tb927.10.15910:mRNA-p1,-1.809493,5.243156192855983,0.23196159460086316,Tb11.v5.0406.1-p1;Glycerol uptake protein 1,224342.21875,200036.21875,228035.453125,251004.875,237301.765625,259649.703125
162,Tb11.v5.0414.1-p1;Tb927.10.540:mRNA-p1,1.572946,6.495139854265828,0.2058885516015907,"Tb11.v5.0414.1-p1;ATP-dependent RNA helicase SUB2, putative",4811380.0,4252785.0,4898718.5,3731277.5,3375642.75,3946872.75
163,Tb11.v5.0420.1-p1;Tb927.10.14490:mRNA-p1,-1.663635,6.983545368844844,0.21781413350798365,"Tb11.v5.0420.1-p1;hypothetical protein, conserved",11804646.0,12492684.0,11846605.0,13544120.0,13454220.0,13883358.0
164,Tb11.v5.0421.1-p1;Tb927.5.350:mRNA-p1,2.197662,4.553496199594166,0.2662571992106319,"Tb11.v5.0421.1-p1;75 kDa invariant surface glycoprotein, putative",69603.09375,37469.89453125,67031.8203125,27310.78125,42193.7265625,42526.41015625
165,Tb11.v5.0422.1-p1,-0.484459,5.946337893044905,0.06751608837405125,Tb11.v5.0422.1-p1,1201159.75,1213381.375,1182296.125,1186783.0,1115929.875,1170575.625
166,Tb11.v5.0426.1-p1;Tb927.1.1640:mRNA-p1,-1.184187,4.27694788637437,0.16015129500513808,"Tb11.v5.0426.1-p1;hypothetical protein, conserved",32078.701171875,20236.87109375,17912.279296875,29120.423828125,32998.6015625,19013.7109375
167,Tb11.v5.0427.1-p1;Tb927.10.15850:mRNA-p1,-2.237035,6.104166324746496,0.2662571992106319,Tb11.v5.0427.1-p1;Peroxisome biogenesis factor 12,1562454.375,1489313.0,1553116.875,1960556.0,1584563.125,2018470.625
168,Tb11.v5.0434.1-p1;Tb927.10.15390:mRNA-p1,-0.313103,5.803417959928188,0.03730400074469596,Tb11.v5.0434.1-p1;Flagellum attachment zone protein 7,785532.375,925799.625,915767.1875,890966.3125,789831.25,779632.75
169,Tb11.v5.0435.1-p1;Tb927.11.3650:mRNA-p1,0.772199,5.805543688171161,0.10684878687013409,"Tb11.v5.0435.1-p1;adenylosuccinate synthetase, putative",815252.875,891761.3125,1050117.5,752106.125,640128.3125,963126.25
170,Tb11.v5.0436.1-p1;Tb927.1.1030:mRNA-p1,-1.465519,5.1208707119194905,0.19431567588862006,Tb11.v5.0436.1-p1;Nucleolar protein 49,156476.78125,176315.984375,159338.28125,222127.234375,169030.625,173422.546875
171,Tb11.v5.0464.1-p1;Tb927.1.1560:mRNA-p1,0.64218,5.124745080427642,0.08817148514325103,"Tb11.v5.0464.1-p1;vesicular-fusion protein nsf, putative",176299.703125,184929.75,208169.765625,159338.078125,163785.234375,173658.171875
172,Tb11.v5.0468.1-p1,-0.653494,5.804141238834856,0.08962108888298871,Tb11.v5.0468.1-p1,919151.1875,436483.84375,916724.1875,591538.875,894508.5625,1337602.75
173,Tb11.v5.0469.1-p1;Tb927.1.2330:mRNA-p1;Tb927.1.2350:mRNA-p1;Tb927.1.2370:mRNA-p1;Tb927.1.2390:mRNA-p1,0.385792,8.706665454122009,0.04978610379569552,Tb11.v5.0469.1-p1;beta tubulin;beta tubulin;beta tubulin;beta tubulin,722454784.0,694442112.0,703435712.0,639523520.0,657808640.0,653844608.0
174,Tb11.v5.0474.1-p1;Tb927.3.3290:mRNA-p1,-12.208072,4.001365647880442,0.7744581228127693,"Tb11.v5.0474.1-p1;protein kinase, putative",0.0,0.0,0.0,22522.8203125,24177.3125,3449.019287109375
175,Tb11.v5.0480.1-p1,-0.384569,5.239340218444321,0.04978610379569552,Tb11.v5.0480.1-p1,252479.3125,243560.34375,215401.28125,232538.171875,244859.03125,199281.40625
176,Tb11.v5.0481.1-p1;Tb927.10.15380:mRNA-p1,4.398882,5.073218218530695,0.42890870106102075,"Tb11.v5.0481.1-p1;U3 snoRNA-associated protein UTP11, putative",181792.78125,197132.5,181439.609375,135610.59375,127597.3359375,123325.765625
177,Tb11.v5.0487.1-p1,0.454216,4.8582637489564675,0.06165542888190292,Tb11.v5.0487.1-p1,160212.4375,74864.34375,19993.365234375,123586.078125,126415.7265625,0.0
178,Tb11.v5.0489.1-p1,-0.343041,5.472895366368273,0.04434110742143977,Tb11.v5.0489.1-p1,275544.53125,463890.8125,414888.59375,267343.78125,644944.0,310137.28125
179,Tb11.v5.0493.1-p1;Tb927.7.3830:mRNA-p1,-8.677777,5.062863856266896,0.6615036646925184,"Tb11.v5.0493.1-p1;kinesin K39, putative",102156.5859375,118085.4296875,115411.578125,162678.109375,224324.9375,201932.953125
180,Tb11.v5.0500.1-p1;Tb927.10.660:mRNA-p1,-1.935416,4.78523800379636,0.24608770680235534,"Tb11.v5.0500.1-p1;2-oxoisovalerate dehydrogenase alpha subunit, putative",74881.5703125,71852.6875,78890.375,92616.0625,83179.265625,86467.109375
181,Tb11.v5.0501.1-p1;Tb927.10.3940:mRNA-p1,2.17706,7.407226655277599,0.2662571992106319,"Tb11.v5.0501.1-p1;40S ribosomal protein S3A, putative",38912824.0,41317400.0,35865844.0,30085966.0,30223730.0,27916932.0
182,Tb11.v5.0502.1-p1;Tb927.10.3920:mRNA-p1,0.472432,6.160191362487361,0.06543085540868068,"Tb11.v5.0502.1-p1;hypothetical protein, conserved",1867818.875,2166724.5,2065163.125,1742963.0,1747632.0,1978300.5
183,Tb11.v5.0512.1-p1;Tb927.10.2180:mRNA-p1,-10.01932,4.139391965393762,0.7209036702523987,"Tb11.v5.0512.1-p1;Rtr1/RPAP2 family, putative",0.0,14509.1494140625,0.0,11352.1064453125,23265.8359375,33571.5546875
184,Tb11.v5.0516.1-p1;Tb927.10.6880:mRNA-p1,-3.143678,4.758871859531814,0.33396900170727545,"Tb11.v5.0516.1-p1;glyceraldehyde 3-phosphate dehydrogenase, cytosolic",56309.37109375,76307.0625,56215.25,85106.078125,71598.421875,113611.7890625
185,Tb11.v5.0517.1-p1;Tb927.11.4050:mRNA-p1,-7.129189,3.6365440944169136,0.5851770107595843,"Tb11.v5.0517.1-p1;hypothetical protein, conserved",3293.494140625,4711.04833984375,4029.78564453125,4673.666015625,5693.77587890625,12235.2568359375
186,Tb11.v5.0523.1-p1;Tb927.1.780:mRNA-p1,-0.435719,6.161526013846714,0.0596578655055455,Tb11.v5.0523.1-p1;leucine-rich repeat-containing protein,1992059.25,1924922.0,2010744.875,1923945.125,1781758.5,1970779.0
187,Tb11.v5.0527.1-p1;Tb927.10.16110:mRNA-p1,12.438855,5.065963023070875,0.780520261934861,Tb11.v5.0527.1-p1;component of motile flagella 1,167385.953125,237515.125,197706.5,106427.1328125,122871.4609375,99305.046875
188,Tb11.v5.0531.1-p1;Tb927.10.5620:mRNA-p1,-1.324424,8.498777154650234,0.17713264189416875,"Tb11.v5.0531.1-p1;fructose-bisphosphate aldolase, glycosomal",409573472.0,400530368.0,393401376.0,422897792.0,451440864.0,444865024.0
189,Tb11.v5.0532.1-p1;Tb927.10.70:mRNA-p1,1.751824,5.59295088977949,0.22656464192709666,"Tb11.v5.0532.1-p1;retrotransposon hot spot (RHS), putative, (fragment)",599881.8125,718140.4375,482835.65625,452800.0,415331.03125,464580.34375
190,Tb11.v5.0537.1-p1,-15.535057,5.1751600888388065,0.8751046950115076,Tb11.v5.0537.1-p1,183793.625,102424.015625,73064.4453125,220152.3125,356405.78125,261579.125
191,Tb11.v5.0538.1-p1;Tb927.8.4970:mRNA-p1;Tb927.8.4980:mRNA-p1;Tb927.8.4990:mRNA-p1;Tb927.8.5000:mRNA-p1;Tb927.8.5010:mRNA-p1,1.54217,7.486260495385262,0.20351586510545033,Tb11.v5.0538.1-p1;Paraflagellar rod protein 2-1;Paraflagellar rod protein 2-2;Paraflagellar rod protein 2-3;Paraflagellar rod protein 2-4;Paraflagellar rod protein 2-5,46620152.0,46601416.0,43729956.0,36125700.0,34654480.0,37372328.0
192,Tb11.v5.0540.1-p1,-0.367309,5.296326518108663,0.047915011276358666,Tb11.v5.0540.1-p1,143608.859375,347182.59375,297678.71875,223913.0,364882.90625,205488.390625
193,Tb11.v5.0543.1-p1;Tb927.10.10890:mRNA-p1;Tb927.10.10900:mRNA-p1;Tb927.10.10920:mRNA-p1;Tb927.10.10940:mRNA-p1;Tb927.10.10950:mRNA-p1;Tb927.10.10960:mRNA-p1,2.031337,5.98070649242613,0.25409022905675355,"Tb11.v5.0543.1-p1;heat shock protein, putative;heat shock protein, putative;heat shock protein, putative;heat shock protein, putative;heat shock protein, putative;heat shock protein, putative",1273997.125,1495027.25,1571954.0,1107907.25,1011862.5,1191618.875
194,Tb11.v5.0553.1-p1,0.507963,4.68137651226773,0.07077016127622003,Tb11.v5.0553.1-p1,78569.5625,29684.6875,115800.90625,92239.6875,31837.37890625,35977.859375
195,Tb11.v5.0563.1-p1;Tb927.10.13270:mRNA-p1,3.008855,5.720605731444794,0.32532253212680107,"Tb11.v5.0563.1-p1;Periodic tryptophan protein 2 homolog, putative",778485.3125,860271.1875,794834.875,607345.6875,588957.8125,574413.0625
196,Tb11.v5.0564.1-p1,0.554168,4.514498161023989,0.07525048291189819,Tb11.v5.0564.1-p1,43493.109375,45516.28125,49797.0546875,40268.125,38959.96875,43526.37890625
197,Tb11.v5.0569.1-p1;Tb927.8.4700:mRNA-p1;Tb927.8.4710:mRNA-p1;Tb927.8.4720:mRNA-p1;Tb927.8.4730:mRNA-p1;Tb927.8.4740:mRNA-p1,-0.558611,3.915340459023586,0.07525048291189819,"Tb11.v5.0569.1-p1;amino acid transporter, putative;amino acid transporter, putative;amino acid transporter, putative;amino acid transporter, putative;amino acid transporter, putative",0.0,0.0,8070.60107421875,10603.9462890625,22461.677734375,0.0
198,Tb11.v5.0574.1-p1;Tb927.5.2540:mRNA-p1,-0.623513,4.960181233543263,0.085175735553988,"Tb11.v5.0574.1-p1;Organic solute transport protein 1, putative",109294.7890625,95829.9140625,135437.53125,136754.296875,154972.046875,97614.5234375
199,Tb11.v5.0578.1-p1;Tb927.10.6720:mRNA-p1,-4.426441,5.160923449560458,0.43151666272834444,"Tb11.v5.0578.1-p1;Plasma-membrane choline transporter, putative",163456.65625,142641.09375,177265.59375,248154.21875,201462.265625,225822.875
200,Tb11.v5.0586.1-p1;Tb927.7.5470:mRNA-p1,-3.225485,4.760124646242374,0.3393811347209851,Tb11.v5.0586.1-p1;Present in the outer mitochondrial membrane proteome 36,69885.53125,59974.3359375,71399.703125,92357.75,80971.8515625,85885.21875
201,Tb11.v5.0587.1-p1;Tb927.11.4610:mRNA-p1,2.016812,6.5867253112660755,0.25344363858963087,Tb11.v5.0587.1-p1;protein kinase A regulatory subunit,5806785.0,5899876.0,5763270.0,4450757.5,4521482.0,4447630.5
202,Tb11.v5.0594.1-p1,-0.603357,5.767712074222971,0.08233697567262503,Tb11.v5.0594.1-p1,761563.625,745088.25,840630.125,751733.125,806457.625,780513.125
203,Tb11.v5.0611.1-p1;Tb927.7.2570:mRNA-p1,-0.992132,6.14180401070207,0.13610638809628664,"Tb11.v5.0611.1-p1;guide RNA associated protein, GAP2",1613713.5,1756730.25,2010923.75,1977717.0,1764864.875,1965079.375
