Gene_acc,Gene_id,logFC,log_AveExpr,FDR,Desc,A_1,A_2,A_3,A_4,B_1,B_2,B_3,B_4
200,Tb927.1.1560,-0.005211799,21.84010039,0.068710841,"vesicular-fusion protein nsf, putative",3704100,3643600,3882800,3515300,4911400,4939100,5176400,5012000
201,Tb927.10.15650,-0.361168087,14.21694753,1.482859733,Mitoribosomal SSU assembly factor 11,17019,17910,19123,15473,30002,32834,25985,32296
202,Tb11.v5.0468,0.42949121,15.72325907,0.853053744,"alpha tubulin, putative",67089,46853,63945,58213,48130,56295,84940,52042
203,Tb927.1.2390,-0.114072335,24.64408215,2.732398826,beta tubulin,22579000,24496000,24507000,22996000,33043000,33032000,37033000,35628000
204,Tb927.3.3290,0.304336808,16.36042286,2.795266607,"protein kinase, putative",80209,96199,93560,92122,108310,94026,90831,104120
205,Tb11.v5.0480,-0.086871328,20.06541502,1.171407247,"DNA-directed RNA polymerase, alpha subunit, putative",933530,1007200,1080100,1050800,1369700,1422000,1486500,1579200
206,Tb927.10.15380,-0.195650247,17.57915846,2.175599036,"U3 snoRNA-associated protein UTP11, putative",169610,180700,167770,175390,263520,252890,283460,276550
207,Tb927.10.1200,0.13863264,18.41079227,1.600852398,"Programmed cell death protein 2, C-terminal putative domain containing protein, putative",340570,342350,341290,360560,376420,455910,444140,431590
208,Tb11.v5.0489,0.102529206,14.81207087,0.330607908,"retrotransposon hot spot (RHS) protein, putative",28577,29713,27847,32833,34956,35494,37884,41856
209,Tb11.v5.0493,-0.883417619,15.14557843,4.342199476,"kinesin K39, putative",15184,28902,29573,24278,58576,60190,59343,58728
210,Tb927.10.660,0.426464012,16.91857107,5.359904642,"2-oxoisovalerate dehydrogenase alpha subunit, putative",160010,159970,153960,136470,148640,148050,171520,147080
211,Tb11.v5.0501,-0.074649216,21.51401238,0.989004706,"40S ribosomal protein S3A, putative",2794800,2952000,2879900,2777800,4015600,3897400,4306300,4056000
212,Tb927.10.3920,0.003633425,19.56459665,0.032783671,"hypothetical protein, conserved",686560,779270,816830,755990,1013400,1042200,1005500,1037100
213,Tb927.10.2180,-0.008139568,11.78531793,0.010486698,"Rtr1/RPAP2 family, putative",3350,2652.9,4269,4160.1,4599.3,3688.3,5446.3,5884
214,Tb927.10.6880,0.104958954,23.45546515,1.96782999,"glyceraldehyde 3-phosphate dehydrogenase, cytosolic",11490000,12045000,11669000,11743000,14163000,14939000,15185000,14858000
215,Tb11.v5.0517,-0.113335328,16.4167162,1.34739387,"hypothetical protein, conserved",87306,79392,84511,78264,116120,121820,127750,116970
216,Tb927.8.3320,-0.036339412,12.55800059,0.049992141,"Mitochondrial ATP synthase subunit, putative",5461.8,4784.6,7200.8,5031,5656,8248.4,9813.8,7701.1
217,Tb11.v5.0520,0.074122664,16.61875074,0.379957587,"acetyltransferase, putative",76392,108300,101800,99693,124000,112780,134580,122320
218,Tb927.1.780,0.232752443,17.1750079,2.168611715,leucine-rich repeat-containing protein,155680,161060,161000,133100,174470,168530,187610,172030
219,Tb927.10.16110,0.03111995,19.91425549,0.376296026,component of motile flagella 1,964250,1063500,986940,1005300,1262000,1354900,1333700,1378200
220,Tb927.9.3630,-0.07907019,19.98187415,1.501067816,"BSD domain containing protein, putative",998470,947850,981120,968670,1330200,1378100,1466300,1403000
221,Tb927.10.5620,0.196495739,25.0083778,3.397635434,"fructose-bisphosphate aldolase, glycosomal",38751000,38409000,36925000,33973000,42446000,43629000,45071000,43687000
222,Tb927.10.70,-0.003549801,13.31134996,0.008596373,"retrotransposon hot spot (RHS), putative, (fragment)",9045.9,13843,12460,8419.8,13315,12226,16729,16405
223,Tb11.v5.0536,-0.840936854,19.32496113,8.724174877,"hypothetical protein, conserved",428180,429890,409240,418120,990660,987270,1070600,1042700
224,Tb11.v5.0537,0.416314306,22.88833696,8.847534868,"polyubiquitin, putative",8170900,8752100,9028900,8334900,8325900,8781200,8727100,8955000
225,Tb927.8.5010,-0.01782541,24.92157235,0.210360236,Paraflagellar rod protein 2-5,30101000,31927000,32753000,30292000,41917000,42392000,42118000,45075000
226,Tb927.10.6830,-0.051390666,14.6593177,0.211547195,bardet-biedl syndrome 4 protein,24120,21363,28937,21873,35100,33515,36301,29656
227,Tb927.4.4860,-0.108325483,20.09847709,0.592169114,"amino acid transporter 8, putative",873820,1123500,1072800,1160300,1623900,1588900,1603200,1343300
228,Tb927.10.10960,-0.145870039,23.83035264,2.779982424,"heat shock protein, putative",13951000,14825000,14189000,13804000,20742000,20805000,21623000,21906000
229,Tb927.11.15470,0.181702375,13.01468584,0.5117825,methionyl-tRNA formyltransferase,7386.6,6746.6,10278,9768,8704.8,9402.2,10354,12013
230,Tb11.v5.0553,-0.024816824,16.56949182,0.130596293,"ubiquitin hydrolase, putative",88111,104180,103710,92002,127530,122220,155780,130120
231,Tb11.v5.0555,-0.059817154,13.99275558,0.143062813,"hypothetical protein, conserved",14412,14545,16109,14545,20343,15717,25929,23549
232,Tb927.10.13270,0.005452037,18.22984522,0.02701545,"Periodic tryptophan protein 2 homolog, putative",313850,273680,280990,317380,382570,386150,441030,389970
233,Tb927.10.350,-0.080662606,17.34645448,0.959091995,"protein kinase PK4, putative",155560,154270,167070,146230,224290,225230,226040,216230
234,Tb927.7.6370,0.464955284,11.0238086,1.451298655,"Zinc finger, C3HC4 type (RING finger), putative",2004.2,2665.1,2525.2,1648.6,2528.8,1540.7,2842.5,1862.8
235,Tb927.5.2540,0.001402165,17.59471202,0.00693426,"Organic solute transport protein 1, putative",187560,182730,191620,191090,264600,258300,249470,246890
236,Tb11.v5.0581,-0.037155023,15.70120365,0.104970541,"Sec8 exocyst complex component specific domain/Invariant surface glycoprotein, putative",46651,45269,64613,50998,65562,68402,80418,72027
237,Tb927.11.4610,0.015354991,22.74714857,0.14246748,protein kinase A regulatory subunit,6685400,7103600,6956200,6880100,8986200,9700600,9661200,8709100
238,Tb11.v5.0594,0.100114247,18.33530642,0.545514447,"retrotransposon hot spot (RHS) protein, putative",354120,321610,348410,311160,406850,432770,478840,373610
239,Tb927.10.4940,-0.062648294,20.59186499,0.702708886,Nuclear Dbf2-related kinase,1447700,1646500,1581400,1502700,2101300,2112000,2206400,2317500
240,Tb927.10.4800,-0.093257606,13.59014891,0.295880191,"J binding protein 3, putative",10866,12710,10283,8508.3,12164,13300,20493,15894
241,Tb11.v5.0600,-0.277028573,14.12856003,2.155030127,"HIT zinc finger, putative",11888,13544,18159,14559,22231,24843,23720,23587
242,Tb927.7.2570,0.219756991,20.5139109,3.460746294,"guide RNA associated protein, GAP2",1560200,1435800,1661500,1536300,1666300,1710400,1937200,1896300
243,Tb927.7.7070,0.016154512,20.62520537,0.13695742,"MYND finger, putative",1491900,1621600,1653500,1497300,1946600,2069700,2232600,2144100
244,Tb11.v5.0616,0.063291378,20.4508348,1.557141268,"paraflagellar rod protein, putative",1378000,1454500,1521400,1418500,1770500,1898700,1969200,1846200
245,Tb11.v5.0620,0.079064447,12.70251796,0.160281632,"COG4 transport protein, putative",7564.9,5815.6,4545.7,8368.8,8390.6,8660.2,8092.2,7697.8
246,Tb11.v5.0622,-0.31743261,14.50273254,0.716649288,"variant surface glycoprotein (VSG, atypical), putative",12047,16894,29682,19515,24305,37870,31379,33141
247,Tb11.v5.0623,-0.031326063,15.99602541,0.235664696,"hypothetical protein, conserved",62619,58209,70344,67768,84822,94475,94704,84095
248,Tb11.v5.0624,-0.024707701,20.41788912,0.172726793,"retrotransposon hot spot protein (PHS), putative",1385700,1303900,1434400,1376400,1938800,1865800,1971900,1803400
249,Tb927.10.14800,0.177548402,19.45277423,3.310971306,"mitogen-activated protein kinase 9, putative",724520,766810,821710,736660,910550,938550,924190,876410
250,Tb927.10.960,0.05681879,17.29497328,0.534070725,U4/U6-specific protein PRP4,149040,159970,165500,152560,188980,223700,205610,199220
251,Tb11.v5.0633,-0.184475963,11.18742365,0.265538467,"protein kinase, putative",0,0,1498.8,0,2621.2,0,0,2985.2
252,Tb11.v5.0636,-0.032271179,24.27194314,0.58389652,"C-terminal motor kinesin, putative",19608000,19839000,20328000,19659000,26637000,27139000,28610000,27680000
253,Tb927.10.380,0.100929027,15.36304923,0.41737896,kinetoplast ribosomal PPR-repeat containing protein 5,42111,40125,46021,48495,50329,58879,60183,53824
254,Tb927.5.1230,-0.042562688,18.96050022,0.474035767,"hypothetical protein, conserved",474710,489190,537800,471260,676640,682340,682710,707520
255,Tb927.11.6580,0.042065297,17.10674922,0.298185415,"hypothetical protein, conserved",133930,127910,138060,144870,155820,182350,207370,174260
256,Tb927.10.2890,-0.036103406,23.37157489,0.460226729,enolase,10188000,10845000,10949000,10410000,14481000,14588000,14695000,15099000
257,Tb927.7.3210,-0.030892829,14.90049483,0.061213996,"Pseudokinase, putative",33347,31583,31307,31884,40376,50394,46310,40930
258,Tb927.2.830,0.086018365,18.19979022,0.621031799,"retrotransposon hot spot protein 1 (RHS1), interrupted",304790,319640,325740,337170,387050,411650,461060,386410
259,Tb927.11.15650,0.154686356,16.93517507,1.006442355,terminal uridylyltransferase 4,130000,116260,134660,138220,170810,132820,164770,165030
260,Tb927.10.8230,-0.099759945,22.95459624,1.580104906,protein disulfide isomerase 2,7503500,8161300,8225700,7518100,11485000,11159000,11319000,11592000
261,Tb927.10.13010,0.023518465,18.94260238,0.206325305,cAMP-dependent protein kinase catalytic subunit 3,478470,517760,526110,460420,631640,680250,681370,646650
262,Tb927.4.2560,0.241667559,16.51552653,0.879680281,cardiolipin synthetase,96666,125430,98361,88982,77823,133180,138370,127500
264,Tb927.10.9100,0.210298481,16.32986018,1.308017702,"hypothetical protein, conserved",70844,96223,86565,95333,89070,107270,96697,114450
265,Tb927.10.2770,-0.054502675,20.81786492,1.00453051,"eukaryotic translation initiation factor 5, putative",1698500,1784300,1859200,1701900,2381600,2395800,2508900,2623700
266,Tb11.v5.0688,0.091588878,18.94786814,0.394895981,"tRNA pseudouridine synthase D (TruD), putative",525110,513390,448870,489170,589380,539640,649520,748510
267,Tb927.10.13210,-0.226104061,16.94402676,2.620544873,"dolichyl-P-Man:GDP-ManGlcNAc2-PP-dolichyl beta-1,4-mannosyltransferase, putative",108080,122840,124950,115070,177400,189140,189640,189090
268,Tb927.10.8650,0.05403363,17.77443819,0.416295968,"ran binding protein, putative",203200,238750,214300,214690,254200,275520,306960,300970
269,Tb11.v5.0713,-0.071163026,23.36674871,1.367526985,"Retrotransposon hot spot protein 6 (RHS6), putative",10088000,10696000,11020000,10196000,14850000,14842000,15262000,14784000
270,Tb927.10.13780,-0.072978057,22.36450762,1.60702453,Glycogen synthase kinase 3 short,5046600,5371100,5641100,5132700,7355200,7481500,7667600,7668300
271,Tb11.v5.0720,-0.291890343,17.38705555,4.892128579,"hypothetical protein, conserved",145770,138200,162120,143340,223310,247630,265430,241260
272,Tb11.v5.0721,-0.145552584,12.77984889,0.30048756,"hypothetical protein, conserved",7059.6,6182.6,7228.6,6661.2,10639,9113.7,12182,8970.2
273,Tb11.v5.0727,0.005585134,16.44398145,0.037221252,"flagellum transition zone component, putative",75525,89517,90072,83356,117000,110780,118770,109330
275,Tb11.v5.0731,0.020008232,22.22698971,0.19830526,"65 kDa invariant surface glycoprotein, putative",4597800,4800400,5090200,4730200,6106300,6417800,6536200,6609300
276,Tb11.v5.0735,-0.00082591,17.76537052,0.004167008,"hypothetical protein, conserved",219290,225580,212930,223590,283040,300140,336140,278360
277,Tb11.v5.0738,-0.001366129,18.81347623,0.00793831,"thymidylate kinase, putative",415160,445930,453440,420400,596230,592110,633960,533000
278,Tb927.3.3790,0.077360466,20.46732844,1.021633782,"hypothetical protein, conserved",1389400,1505800,1457500,1443100,1849000,1811600,1909600,1869400
279,Tb927.6.1260,0.130140221,17.75155648,0.783677634,"proteasome beta-1 subunit, putative",189690,258770,249540,210640,279990,281890,250580,306240
280,Tb927.11.6090,-0.026151491,18.49302055,0.214099368,"tatD related deoxyribonuclease, putative",332630,315100,386800,340370,438520,463670,526430,466760
281,Tb11.v5.0751,0.114754627,12.85143689,0.431161106,"dual specificity protein phosphatase, putative",6681.4,7742.7,7910.1,8444.1,9338.3,11119,8031.8,10150
282,Tb927.10.3710,0.169269488,20.54659247,3.032449046,proteasome activator protein PA26,1563100,1558700,1601100,1645000,1849300,1977800,1925200,1919300
283,Tb11.v5.0775,0.046003392,16.0881607,0.187113303,"methyltransferase domain containing protein, putative",65485,84042,72199,63839,81521,92648,98207,101370
285,Tb11.v5.0807,0.030222974,19.91663884,0.200824638,"ribonuclease, putative",998730,1059500,1046400,879630,1289800,1312600,1368100,1302200
286,Tb927.10.6570,-0.020646095,14.88722109,0.14049945,"TPR repeat, putative",27368,27135,29858,27768,34617,37998,42525,39250
287,Tb11.v5.0813,-0.08157911,14.97817537,0.241530785,expression site-associated gene 3 (ESAG3)-like protein,30289,30283,30011,27279,42612,40339,46044,40058
288,Tb927.3.2340,0.008710034,16.93766323,0.05077045,Peroxisome biogenesis protein 2,121540,125940,129610,121560,166250,180470,165900,159260
290,Tb927.9.6320,-0.054229231,18.39536754,0.519867549,"hypothetical protein, conserved",336360,354060,321090,321270,433710,485990,469750,485600
291,Tb11.v5.0831,-0.059771163,19.04515217,0.7747169,"kinesin motor domain containing protein, putative",497440,512230,545280,500120,717390,669530,778010,739020
292,Tb927.10.1800,-0.100277868,15.48053947,0.384064762,"methyltransferase domain containing protein, putative",38408,46575,37703,44416,66303,58162,63608,54306
293,Tb927.10.15400,0.270793164,16.00222581,3.309761995,"kinesin, putative",69123,74221,70256,64910,68790,77083,85034,82470
294,Tb11.v5.0853,0.1592415,15.8114612,0.667373841,"Vacuolar sorting protein 9 (VPS9) domain containing protein, putative",64148,55912,59219,56146,66486,72732,72618,73539
295,Tb927.8.4080,-0.289812254,12.64477146,0.810958307,"hypothetical protein, conserved",6971.7,4268.2,5771.4,5169.8,6684.8,11129,11956,7507.1
296,Tb11.v5.0885,0.388525938,15.58693401,4.762011426,"amino acid transporter, putative",53712,58751,55576,47196,51436,57220,61515,52426
297,Tb11.v5.0903,-0.002141369,18.80748211,0.013993686,"S-adenosylmethionine decarboxylase proenzyme, putative",457730,417790,454680,432210,611930,584320,630760,564450
298,Tb927.9.3590,0.476313025,15.40686999,1.860737244,"monothiol glutaredoxin, putative",42476,44677,52410,59788,35086,58416,43808,59538
299,Tb11.v5.0934,-2.232291099,12.08995568,2.352141996,"variant surface glycoprotein (VSG), putative",0,0,1638.6,0,10705,30813,4107.9,19023
300,Tb927.4.3120,-0.158993472,15.19342927,1.11886016,"hook complex protein, conserved",32979,33192,34226,35035,50018,54210,52223,48507
301,Tb927.4.3090,0.43282077,14.92428691,3.881690101,"hypothetical protein, conserved",36552,34702,34937,30755,34431,34497,34044,34184
302,Tb927.4.3020,0.639656612,18.25209552,5.59442026,"ATP-dependent DEAH-box RNA helicase, putative",410740,343860,359220,358970,304580,324800,285730,368270
303,Tb927.4.3000,-0.024950566,15.33068084,0.075392507,"hypothetical protein, conserved",44322,40339,36595,35123,54541,56292,50160,53848
304,Tb927.4.2990,0.005059453,19.25296605,0.057412207,"hypothetical protein, conserved",583220,613760,618700,580210,780560,792720,848640,812550
306,Tb927.5.130,0.70367601,11.55858062,1.406170729,"variant surface glycoprotein (VSG)-related, putative",3112.4,3774.1,3611.9,3851.4,3151.8,3977.5,1500.9,4156.5
307,Tb927.10.11640,-0.094070866,16.10331863,0.652767413,"Protein prenyltransferase alpha subunit repeat, putative",63124,63785,70656,73193,99492,96802,101730,92892
308,Tb927.10.3340,0.18800486,15.65139718,0.995057972,"CMGC/MAPK protein kinase, putative",57248,48059,48214,50440,59680,54842,61724,66222
309,Tb11.v5.1026,-0.102439297,19.26874828,1.426686816,"procyclin-associated gene 2-like protein, putative",610960,559330,618850,560960,794650,878340,896430,848180
310,Tb11.v5.1038,-0.275893808,13.58533656,2.426033141,"calpain-like cysteine peptidase, putative",9803,8822.2,10182,11140,15229,17699,17708,14872
311,Tb927.10.2110,-0.06949882,24.84823477,0.654655552,elongation factor 1-alpha,28142000,28497000,29508000,27932000,40185000,40221000,42304000,39471000
312,Tb927.3.4330,0.013483138,24.68862529,0.155552688,Paraflagellar rod protein 1-5,26327000,27729000,27593000,26792000,34832000,36765000,36837000,37111000
313,Tb927.10.12040,-0.060009098,21.8381949,0.978771921,"mitogen-activated protein kinase 11, putative",3627700,3525200,3620100,3619700,4879300,5133200,5248900,5069300
314,Tb927.11.3600,-0.065562316,24.52158309,0.905232711,"40S ribosomal protein S4, putative",21021000,23755000,23701000,22570000,30889000,30220000,34706000,33300000
315,Tb427.BES10.2,1.55542984,20.35617026,11.99550509,none,3078200,2890500,2917600,2848800,1345400,1399900,1360200,1302500
317,Tb427.BES40.15,-0.201920826,21.7895424,5.504466718,none,3153700,3271300,3384100,3228900,4850200,5060300,5322400,5086600
318,Tb427.BES126.9,-4.506306282,14.66803992,11.45767259,none,4285.7,4116.8,3839.3,8570.3,137260,163600,159110,145960
319,Tb427.BES129.1,-0.099008305,18.50966406,0.915168732,none,313990,327530,348210,319770,445920,458060,487320,509760
